video_id,title,description,upload_date,view_count,duration,video_url,podcast_name,like_count,comment_count,favorite_count,tags,thumbnail_url,published_at
2Tr5Iqww2tM,"Ask Yourself These 5 Questions - Find Peace, Purpose & Design Your Dream Life | Mel Robbins","Get your FREE 7-step action plan HERE https://bit.ly/4gE0w0P

Pique Sun Goddess Match is sponsoring today's show. Get 10% off today, simply go to https://piquelife.com/livemore

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

Studies show we spend up to 70% of our mental energy focusing on things we can't control, which affects our relationships, stress levels and health. But what if there were two simple words that could help us all break free?

Today's returning guest is Mel Robbins. Mel is a former lawyer and someone who has now become a sought-after expert in life improvement, mindset, and behaviour change. The occasion for her second appearance on my podcast is the launch of her latest book, #1 New York Times best-seller The Let Them Theory: A Life-Changing Tool That Millions of People Can’t Stop Talking About.

In this episode, you'll learn about:
• The 'Let Them Theory' mindset tool - understand the two simple but profound parts: ""Let them"" for accepting what you can't control, and ""Let me"" for focusing on what you can
• The 5 questions that Mel thinks we should be asking ourselves
• The truth about failure - discover why the fear of failing isn't about failure itself, but about others' opinions
• Breaking free from people-pleasing - learn why we struggle to ask for what we need and how to start prioritising ourselves
• Emotional maturity - understand why adults often behave like ""8-year-olds in big bodies"" when emotional, and how to develop greater emotional intelligence
• The health-stress connection - explore how being triggered by others' actions leads to unhealthy coping mechanisms, and how to break free from this cycle
• Relationship wisdom - discover why criticism and disappointment are normal, and how accepting people as they are improves relationships

Over the past few years, Mel has amassed an incredible 25 million followers online because of her unique ability to connect with others.  She is passionate, articulate and very relatable - and this conversation is full of practical tools to help you transform your relationships, lower your stress, increase your energy and feel more in control of life.

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/525

Connect with Mel:
https://melrobbins.com/
https://www.instagram.com/melrobbins
https://twitter.com/melrobbins
https://www.youtube.com/melrobbins
https://www.tiktok.com/@melrobbins
https://www.facebook.com/melrobbins

Mel’s book:
The Let Them Theory: A Life-Changing Tool That Millions of People Can’t Stop Talking About
US https://amzn.to/432cApE
UK https://amzn.to/430fPhj

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250219,32415,PT2H32S,https://www.youtube.com/watch?v=2Tr5Iqww2tM,"Dr. Rangan Chatterjee – Feel Better, Live More",1360,73,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/2Tr5Iqww2tM/hqdefault.jpg,2025-02-19T13:00:06Z
BcJt6GyMz0M,This Triggers Alzheimer's! (Especially After 40+) - #1 Mistake Making Odds Worse | Louisa Nicola,"Save 20% off Bon Charge products with code LIVEMORE https://boncharge.com/livemore

VIVOBAREFOOT is sponsoring today's show. To get 20% OFF YOUR FIRST ORDER visit: https://bit.ly/4gHGoeA

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

Do you think that it’s inevitable that the function of your brain will decline as you get older? Or, do you believe that there are simple things you can do each day to preserve, protect and enhance it?

Today’s guest is neurophysiologist and brain health researcher, Louisa Nicola. Louisa is founder of Neuro Athletics, where she works with high-performing individuals to optimise their cognitive function. Nine years ago, Louisa was training to go to the Olympics to represent Australia in the triathlon when she was hit by a car and suffered seemingly insurmountable injuries. 

Desperate to accelerate her recovery, she integrated brain training into her approach to physical health and made a near-miraculous recovery. Since then, she has helped many elite performers perform better, think faster and live longer by leveraging neuroscience, exercise physiology, sleep science and nutrition.

In this conversation, we discuss:
• How our brain works as an intricate network - with 87 billion neurons making approximately 5000 connections each
• The latest research about Alzheimer's disease, including why it affects more women than men.
• Why a combination of regular aerobic exercise, high-intensity training, and resistance sessions can help protect brain function
• The importance of consistent, quality sleep to support your brain's natural cleaning processes
• And, how supplements like creatine monohydrate and omega-3 fatty acids can support brain health, alongside the right nutrition.

One of the key themes in this conversation is that our daily habits compound over time to either protect or compromise the health of our brains - and, throughout, Louisa shares a variety of practical strategies we can all adopt - suitable for every age and fitness level.

Louisa’s message is both urgent and hopeful: while our modern lifestyles may be contributing to rising rates of cognitive decline, we have more control over our brain health than we might think.

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/522

Connect with Louisa:
X https://twitter.com/louisanicola_
Instagram https://www.instagram.com/louisanicola_/

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250212,40183,PT2H2M45S,https://www.youtube.com/watch?v=BcJt6GyMz0M,"Dr. Rangan Chatterjee – Feel Better, Live More",1261,141,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/BcJt6GyMz0M/hqdefault.jpg,2025-02-12T13:00:27Z
axJqJjODIRY,Stop Trying To Lose Weight & Do This Instead! - 4 Food Hacks To Heal Your Body | Dr. Rupy Aujla,"AG1 is sponsoring today's show. To get 1 year's FREE VITAMIN D and 5 FREE TRAVEL PACKS visit: https://bit.ly/43FwxQl

Download my FREE Nutrition Guide HERE: https://bit.ly/3Jeg9yL 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

Why has nutrition - something that should be so simple - become so complicated? With 70% of our diet now consisting of ultra-processed foods and conflicting advice everywhere we look, is it any wonder we're confused about what to eat?

Today's returning guest is my good friend, Dr Rupy Aujla, who is on a mission to make healthy cooking accessible and enjoyable for all. He’s a medical doctor, nutritionist and founder of The Doctor's Kitchen and author of five best-selling books.

If you haven't heard Rupy's story before, his life was changed after suffering a significant heart condition in 2009. After learning about nutritional medicine, he was able to reverse his condition using a food and lifestyle approach. Today, Rupy is constantly creating tasty recipes that help people optimise their health and he shares them - yes, in his cookbooks - but, also, in his wonderful Doctor’s Kitchen recipe app that helps over 10,000 people each week use evidence-based food and lifestyle medicine, to live healthier, happier lives. 

In this fantastic conversation, you'll discover:
• The science of burning fat and why calorie counting often fails in the real world 
• Four evidence-based principles for sustainable weight management that don't require strict tracking 
• Why ultra-processed foods lead to overconsumption and how to naturally reduce them in your diet
• The power of single-ingredient foods and how they can transform your health - and why protein at breakfast is crucial for appetite regulation throughout the day
• Why eating dinner a little bit earlier, can significantly impact our metabolism and weight
• How the quality of our sleep directly affects our food choices and the connection between emotional eating and our relationship with food
• Why different diets work for different people, how to find your personal approach and practical tips for implementing healthy changes while maintaining a busy lifestyle

This conversation strips away the complexity of nutrition, offering clear, actionable strategies that anyone can implement. 

So, if you're feeling overwhelmed by conflicting nutrition advice, this conversation offers a practical roadmap forward, showing you how simple - and enjoyable - healthy eating can be. 

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/520

Connect with Dr Rupy:
https://www.thedoctorskitchen.com/
https://www.youtube.com/thedoctorskitchen
https://twitter.com/doctors_kitchen
https://www.instagram.com/doctors_kitchen/
https://www.facebook.com/thedoctorskitchen/

Dr Rupy’s books:
Healthy High Protein: Supercharge your energy, feel stronger and live longer US https://amzn.to/4hHZbHu UK https://amzn.to/40UZngR

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250205,28045,PT2H3M28S,https://www.youtube.com/watch?v=axJqJjODIRY,"Dr. Rangan Chatterjee – Feel Better, Live More",645,38,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/axJqJjODIRY/hqdefault.jpg,2025-02-05T13:00:06Z
enbyiFaQMK0,"It's Not You, It's The World... How Society Makes You Feel Lost & Empty Inside | Sahil Bloom","Download my FREE Habit Change Guide HERE: https://bit.ly/3VCaV34

VIVOBAREFOOT is sponsoring today's show. To get 20% OFF YOUR FIRST ORDER visit: https://bit.ly/42QipGP

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

In a world seemingly obsessed with financial success, what does it truly mean to be wealthy? And what if the path to a more meaningful life has less to do with what we earn and more to do with how we live?

Today's guest is Sahil Bloom, successful entrepreneur and online creator who shares insights on living a more intentional life with millions all over the world through his newsletter, ‘The Curiosity Chronicle’. In his brand-new book, The Five Types of Wealth: A Transformative Guide to Design Your Dream Life, he aims to help us build a happier, healthier, wealthier life by changing our habits and redefining our goals.

In today’s conversation, you'll discover:

• The Five Types of Wealth framework - how Time, Social, Mental, Physical, and Financial wealth interact to create true prosperity in your life 
• The power of the ""Life Razor"" - a simple yet effective decision-making tool that helps you stay aligned with your values and make better life choices
• How to build meaningful relationships - including the concept of ‘darkest hour friends’ and why authentic connections are crucial for wellbeing
• The truth about external validation and Sahil's journey from chasing financial success to finding genuine fulfilment
• The importance of daily appreciation - including why expressing gratitude to loved ones is crucial for maintaining strong relationships
• Strategies for intentional living - so you can design your life around what truly matters 
• The real meaning of work-life harmony - helping you understand how different seasons of life require different approaches to balance
Throughout the conversation, Sahil emphasises that our answers often already lie within us - we just need to ask the right questions. His message is clear: we can all create lives of genuine wealth through intentional choices and meaningful connections and this conversation is full of practical wisdom to help you design your own life around what truly matters.

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/517

Connect with Sahil:
https://www.sahilbloom.com/
https://twitter.com/sahilbloom
https://www.instagram.com/sahilbloom/
https://www.youtube.com/@Sahil_Bloom

Sahil's book:
The 5 Types of Wealth: A Transformative Guide to Design Your Dream Life
US https://amzn.to/40N3dsd
UK https://amzn.to/42wGUso

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250129,23372,PT1H57M19S,https://www.youtube.com/watch?v=enbyiFaQMK0,"Dr. Rangan Chatterjee – Feel Better, Live More",606,44,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/enbyiFaQMK0/hqdefault.jpg,2025-01-29T13:01:01Z
H630ev72T6Q,5 Minutes To Start Your Day Right In 2025 | Dr. Rangan Chatterjee,"Download my FREE Breathing Guide HERE: https://bit.ly/40qKb9Z

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

#feelbetterlivemore #feelbetterlivemorepodcast 
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250124,17725,PT43M2S,https://www.youtube.com/watch?v=H630ev72T6Q,"Dr. Rangan Chatterjee – Feel Better, Live More",805,56,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/H630ev72T6Q/hqdefault.jpg,2025-01-24T16:11:33Z
xBQNWjOFgyE,Harvard Professor: Do NOT Make These Health Mistakes In 2025! (Especially After 40+) | Dan Lieberman,"VIVOBAREFOOT is sponsoring today's show. To get 20% OFF YOUR FIRST ORDER visit: https://bit.ly/40DzF0h

Download my FREE Habit Change Guide HERE: https://bit.ly/3VCaV34

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

Why do we find it so hard to exercise despite knowing how good it is for us? Is sitting really the new smoking? And what can we learn about movement from studying populations who live more traditional lifestyles?

My guest today is the brilliant Daniel Lieberman, Professor of Biological Science and Chair of the Department of Human Evolutionary Biology at Harvard University. His research studies how and why the human body is the way that it is, focusing on the evolution of physical activities such as walking and running and their relevance to health and disease. He has published more than 200 peer-reviewed papers and three books, including his most recent, Exercised: Why Something We Never Evolved To Do is Healthy and Rewarding.

In this conversation, we cover so many fascinating topics and explore the powerful idea that humans have not actually evolved to exercise.

We compare the sitting habits of modern humans with more traditional societies and Daniel shares why it may not be how long we sit for that is causing us problems, but more the way in which we choose to sit. We also talk about the profound importance of maintaining strength and activity as we age, the relationship between movement and cancer, the truth about barefoot running and minimalist shoes and the concept of 'mismatch diseases' - this idea that our modern environment is in direct conflict with our evolutionary design, and the impact this is having on our wellbeing.

Throughout the conversation, Daniel challenges many common beliefs that exist around health, and offers us evidence-based, practical strategies for building a healthier relationship with physical activity. 

Whether you're interested in the science of movement, looking to build sustainable exercise habits into your life, or simply curious about how our ancestors lived, this is a truly wonderful conversation with one of the world’s most highly respected experts. I hope you enjoy listening.

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/514

Find out about Professor Lieberman:
Website https://scholar.harvard.edu/dlieberman/home

Professor Lieberman’s books:
Exercised: The Science of Physical Activity, Rest and Health US: https://amzn.to/40oyT5T UK: https://amzn.to/3C5j7VF
The Story of the Human Body: Evolution, Health and Disease US: https://amzn.to/3CkVTe2 UK: https://amzn.to/3jd9YL1

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250122,167441,PT2H10M5S,https://www.youtube.com/watch?v=xBQNWjOFgyE,"Dr. Rangan Chatterjee – Feel Better, Live More",2846,249,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/xBQNWjOFgyE/hqdefault.jpg,2025-01-22T17:12:39Z
WWZfuKQKfdc,"#1 Dentist: ""Your Mouth Is Trying To Warn You!"" - Prevent A Decreased Lifespan Before It's Too Late","Learn more about our sponsor Eight Sleep https://www.eightsleep.com/livemore

Save 20% off Bon Charge products with code LIVEMORE https://boncharge.com/livemore

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK

When you think about improving your health, do you ever think about the health of your mouth? If you heard last week’s episode with Dr Emily Leeming, you will know just how important your gut microbiome is, for many aspects of your health, but did you know that your mouth also has its own microbiome, and the health of it is just as important?

Today’s guest is Dr Victoria Sampson, a functional dentist and researcher based in central London, whose work has been recognised all over the world, resulting in her becoming a scientific advisor and clinical lead to several international dental companies, as well as a topical team member of the European Space Agency and NASA. She has published numerous scientific papers, was the first dentist in the world to link gum disease with worse COVID complications. She also recently launched her own oral microbiome test, Oralis 1, which assesses the saliva for bacteria, inflammatory markers, and genetic mutations. 

In this fascinating conversation, Victoria reveals why we must stop treating the mouth as separate from the rest of the body and explains how the oral microbiome - home to 700 different species of bacteria - influences everything from our blood sugar control to the health of our hearts. 

She also shares compelling research showing how treating gum disease can improve our blood sugar levels, why men with poor oral health are nearly three times more likely to experience erectile dysfunction, the relationship between the oral microbiome and autoimmune disease, the surprising link between oral health and fertility and so much more.

Throughout the conversation, Victoria shares practical tips that we can all use immediately to improve our short-term and our long-term health. 

Whether you're dealing with persistent dental problems despite good hygiene, managing a chronic health condition, or simply want to optimise your wellbeing, this conversation offers a powerful reminder that the path to better health might just start in your mouth. I hope you enjoy listening.

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/511

Connect with Dr Sampson:
https://www.instagram.com/drvictoriasampson/?hl=en
Website https://thslabs.co.uk/

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250115,18669,PT1H40M56S,https://www.youtube.com/watch?v=WWZfuKQKfdc,"Dr. Rangan Chatterjee – Feel Better, Live More",587,72,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/WWZfuKQKfdc/hqdefault.jpg,2025-01-15T13:00:43Z
dVQ80S_7ooI,"#1 Gut Health Doctor: ""If Your Poop Looks Like This, Go To Your Doctor!"" - Prevent Disease In 2025","Download my FREE Nutrition Guide HERE: https://bit.ly/3Jeg9yL 

Download my FREE Habit Change Guide HERE: https://bit.ly/3VCaV34

Twenty years ago, very few scientists even knew about something called the gut microbiome. Now, with over 70,000 research papers published on the subject, this complex ecosystem, home to trillions of microorganisms, is recognised as a key factor in our physical and mental wellbeing.

Today's guest is Dr Emily Leeming, microbiome scientist and researcher at King’s College London, registered dietitian, former chef, and author of Genius Gut: The Life-Changing Science of Eating for your Second Brain’.

In this conversation, Emily explains how our understanding of gut health has evolved dramatically over the past two decades, to the point where we now know it plays a crucial role in everything from our immune system, our ability to respond to stress, our skin and even our mental wellbeing.

But, how can we assess the state of our own gut health? Emily shares how observing your own bowel movements can often tell you more about your gut health than costly microbiome tests and why some bloating after meals may actually be a sign of a healthy gut.

We also discuss how our gut health has been negatively impacted by our modern lifestyles - stress, sleep quality, our modern diets as well as the timing of our meals. And, Emily shares why time-restricted eating and earlier dinner times can be really beneficial.

Finally, Emily also gives some really practical advice about what we can eat to improve the state of our gut health, and explains why breakfast offers us a golden opportunity to support our gut health and why she is not a fan of recommending that everyone eat 30 different plant foods each week.

Emily is someone who is highly knowledgeable and passionate about helping us all improve the health of our guts. Her message is clear: nurturing our gut microbiome is not about following rigid rules - it's about understanding this remarkable ecosystem and working with it, not against it. I hope you enjoy listening.

#feelbetterlivemore 
-----

Show notes available at: https://drchatterjee.com/508

Connect with Dr Leeming:
www.emilyleeming.com
https://www.instagram.com/dremilyleeming
https://dremilyleeming.substack.com/

Dr Leeming’s book
Genius Gut: 10 New Gut-Brain Hacks to Revolutionise Your Energy, Mood and Brainpower
https://amzn.to/405PPhr

#feelbetterlivemore #feelbetterlivemorepodcast 
------- 

Order MAKE CHANGE THAT LASTS. US & Canada version https://amzn.to/3RyO3SL, UK version https://amzn.to/3Kt5rUK
----- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250108,37293,PT1H29M34S,https://www.youtube.com/watch?v=dVQ80S_7ooI,"Dr. Rangan Chatterjee – Feel Better, Live More",1086,145,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/dVQ80S_7ooI/hqdefault.jpg,2025-01-08T13:00:50Z
h2k7FO6hNr4,How To Completely Change Your Life In 2025 - 5 Habits You'll Actually Use | Dr Rangan Chatterjee,"Download my FREE Habit Change Guide HERE: https://bit.ly/421GucX

Order Make Change That Lasts today to access my exclusive 9 chapter worksheet https://drchatterjee.com/makechangeyt


---- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250106,37512,PT39M36S,https://www.youtube.com/watch?v=h2k7FO6hNr4,"Dr. Rangan Chatterjee – Feel Better, Live More",1762,127,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/h2k7FO6hNr4/hqdefault.jpg,2025-01-06T13:56:57Z
XNtSfClnejQ,"Do This Everyday In 2025! (Feel Energized, Focused & In Control) | Dr. Rangan Chatterjee","Download my FREE Breathing Guide HERE: http://bit.ly/3WbGHUw

Order Make Change That Lasts today to access my exclusive 9 chapter worksheet https://drchatterjee.com/makechangeyt

Download my FREE Nutrition Guide HERE: https://bit.ly/3Jeg9yL 

WATCH THE FULL CONVERSATIONS:

5 Small Daily Habits That Will Make You Feel Incredible In 30 Days | Dr. Rangan Chatterjee
https://youtu.be/GcAW7sS-WHA 

How To Be Happier In 5 Steps With Zero Weird Tricks | Dr. Rangan Chatterjee
https://youtu.be/R1trLdm5OZE 

Don't Wait for New Year! - 5 Steps To Reinvent Yourself Today | Dr. Rangan Chatterjee
https://youtu.be/p1-zTLxV_rg 

---- 
Follow Dr Chatterjee at: 
Website: https://drchatterjee.com/ 
Facebook: https://www.facebook.com/drchatterjee 
Twitter: https://twitter.com/drchatterjeeuk 
Instagram: https://www.instagram.com/drchatterjee/ 
Newsletter: https://drchatterjee.com/subscription

DISCLAIMER: The content in the podcast and on this webpage is not intended to constitute or be a substitute for professional medical advice, diagnosis, or treatment. Never disregard professional medical advice or delay in seeking it because of something you have heard on the podcast or on my website.",20250101,44911,PT1H59M46S,https://www.youtube.com/watch?v=XNtSfClnejQ,"Dr. Rangan Chatterjee – Feel Better, Live More",1631,102,0,"the4pillarplan, thestresssolution, feelbetterin5, wellness, drchatterjee, feelbetterlivemore, ranganchatterjee, 4pillars, drchatterjee podcast, health tips, nutrition tips, health hacks, live longer, age in reverse, self help, self improvement, self development, personal development, motivation, inspiration, health interview",https://i.ytimg.com/vi/XNtSfClnejQ/hqdefault.jpg,2025-01-01T15:26:28Z
BmBwHCTz1qE,How do we rewire our relationship with money? #jayshetty #podcast #financialadvice,"Episode Resources:

https://www.instagram.com/jayshetty
https://www.facebook.com/jayshetty/
https://x.com/jayshetty
https://www.linkedin.com/in/shettyjay/
https://www.youtube.com/@JayShettyPodcast
http://jayshetty.me",20250222,2628,PT2M5S,https://www.youtube.com/watch?v=BmBwHCTz1qE,Jay Shetty – On Purpose,326,6,0,"Jay Shetty, Jay Shetty Podcast, Jay Shetty Interview, On Purpose Podcast, Jay Shetty Inspiration, Jay Shetty Motivation, Jay Shetty Video, Self help, Self improvement, Self development, entrepreneur, success habits, purpose podcast, Jay Shetty relationships",https://i.ytimg.com/vi/BmBwHCTz1qE/hqdefault.jpg,2025-02-22T15:00:15Z
QQDGN-gkBhs,What is a realistic savings goal? #jayshetty #podcast #financialadvice,"Episode Resources:

https://www.instagram.com/jayshetty
https://www.facebook.com/jayshetty/
https://x.com/jayshetty
https://www.linkedin.com/in/shettyjay/
https://www.youtube.com/@JayShettyPodcast
http://jayshetty.me",20250221,7164,PT3M,https://www.youtube.com/watch?v=QQDGN-gkBhs,Jay Shetty – On Purpose,1367,7,0,"Jay Shetty, Jay Shetty Podcast, Jay Shetty Interview, On Purpose Podcast, Jay Shetty Inspiration, Jay Shetty Motivation, Jay Shetty Video, Self help, Self improvement, Self development, entrepreneur, success habits, purpose podcast, Jay Shetty relationships",https://i.ytimg.com/vi/QQDGN-gkBhs/hqdefault.jpg,2025-02-21T15:00:41Z
